CpG_chrm	CpG_beg	CpG_end	beta
chr1	38201122.0	38201124.0	0.04
chr1	38201817.0	38201819.0	0.14
chr1	38203764.0	38203766.0	0.09
chr1	38218079.0	38218081.0	0.09
chr1	38218190.0	38218192.0	0.11
chr1	38218193.0	38218195.0	0.14
chr1	38218532.0	38218534.0	0.02
chr1	38219780.0	38219782.0	0.16
chr1	38219972.0	38219974.0	0.08
chr1	38220137.0	38220139.0	0.03
chr1	38222310.0	38222312.0	0.03
chr1	38223968.0	38223970.0	0.07
chr1	38225576.0	38225578.0	0.25
chr1	38226811.0	38226813.0	0.41
chr1	38227093.0	38227095.0	0.24
chr1	38227380.0	38227382.0	0.31
chr1	38227520.0	38227522.0	0.55
chr1	38227707.0	38227709.0	0.96
chr1	38229475.0	38229477.0	0.9
chr1	38230072.0	38230074.0	0.93
chr1	38230159.0	38230161.0	0.83
chr1	38230243.0	38230245.0	0.03
chr1	38230768.0	38230770.0	0.04
chr1	38230778.0	38230780.0	0.06
chr1	38230826.0	38230828.0	0.05
chr1	38230833.0	38230835.0	0.03
chr1	38230844.0	38230846.0	0.09
chr1	38230886.0	38230888.0	0.01
chr1	38231145.0	38231147.0	0.01
chr1	38231541.0	38231543.0	0.01
chr1	38231745.0	38231747.0	0.04
chr1	38231767.0	38231769.0	0.05
chr1	38231879.0	38231881.0	0.07
chr1	38231979.0	38231981.0	0.01
chr1	38232224.0	38232226.0	0.03
chr1	38233562.0	38233564.0	0.03
chr1	38248448.0	38248450.0	0.06
chr1	38255641.0	38255643.0	0.14
chr1	38258708.0	38258710.0	0.4
chr1	38258851.0	38258853.0	0.06
chr1	38259095.0	38259097.0	0.01
chr1	38259385.0	38259387.0	0.01
chr1	38259482.0	38259484.0	0.04
chr1	38259484.0	38259486.0	0.05
chr1	38259489.0	38259491.0	0.06
chr1	38259500.0	38259502.0	0.04
chr1	38259564.0	38259566.0	0.01
chr1	38259883.0	38259885.0	0.04
chr1	38260282.0	38260284.0	0.05
chr1	38260987.0	38260989.0	0.95
chr1	38261191.0	38261193.0	0.58
chr1	38261400.0	38261402.0	0.54
chr1	38262511.0	38262513.0	0.35
chr1	38265436.0	38265438.0	0.65
chr1	38266052.0	38266054.0	0.16
chr1	38269503.0	38269505.0	0.33
chr1	38269628.0	38269630.0	0.16
chr1	38272634.0	38272636.0	0.39
chr1	38273055.0	38273057.0	0.19
chr1	38273311.0	38273313.0	0.14
chr1	38273341.0	38273343.0	0.02
chr1	38273374.0	38273376.0	0.16
chr1	38273383.0	38273385.0	0.14
chr1	38273760.0	38273762.0	0.27
chr1	38273927.0	38273929.0	0.4
chr1	38274016.0	38274018.0	0.5
chr1	38274244.0	38274246.0	0.52
chr1	38274374.0	38274376.0	0.53
chr1	38274752.0	38274754.0	0.55
chr1	38276834.0	38276836.0	0.39
chr1	38279983.0	38279985.0	0.41
chr1	38288335.0	38288337.0	0.24
chr1	38310055.0	38310057.0	0.24
chr1	38324737.0	38324739.0	0.16
chr1	38324812.0	38324814.0	0.14
chr1	38324884.0	38324886.0	0.02
chr1	38325394.0	38325396.0	0.15
chr1	38325406.0	38325408.0	0.24
chr1	38325417.0	38325419.0	0.24
chr1	38325438.0	38325440.0	0.16
chr1	38325660.0	38325662.0	0.15
chr1	38325801.0	38325803.0	0.06
chr1	38325973.0	38325975.0	0.15
chr1	38326327.0	38326329.0	0.07
chr1	38327817.0	38327819.0	0.05
chr1	38328758.0	38328760.0	0.08
chr1	38356175.0	38356177.0	0.18
chr1	38362500.0	38362502.0	0.61
chr1	38391770.0	38391772.0	0.63
chr1	38395078.0	38395080.0	0.52
chr1	38396333.0	38396335.0	0.61
chr1	38396989.0	38396991.0	0.92
chr1	38397303.0	38397305.0	0.01
chr1	38397431.0	38397433.0	0.01
chr1	38397436.0	38397438.0	0.01
chr1	38397573.0	38397575.0	0.02
chr1	38397587.0	38397589.0	0.02
chr1	38397926.0	38397928.0	0.02
chr1	38401463.0	38401465.0	0.07
chr1	38412683.0	38412685.0	0.2
chr1	38412687.0	38412689.0	0.6
chr1	38412710.0	38412712.0	0.62
chr1	38412743.0	38412745.0	0.57
chr1	38412817.0	38412819.0	0.52
chr1	38414056.0	38414058.0	0.91
chr1	38423346.0	38423348.0	0.84
chr1	38441496.0	38441498.0	0.9
chr1	38451481.0	38451483.0	0.97
chr1	38453894.0	38453896.0	0.9
chr1	38455262.0	38455264.0	0.96
chr1	38455490.0	38455492.0	0.77
chr1	38455703.0	38455705.0	0.2
chr1	38455747.0	38455749.0	0.03
chr1	38455767.0	38455769.0	0.01
chr1	38455866.0	38455868.0	0.05
chr1	38455875.0	38455877.0	0.02
chr1	38455938.0	38455940.0	0.01
chr1	38455960.0	38455962.0	0.16
chr1	38455986.0	38455988.0	0.01
chr1	38456209.0	38456211.0	0.01
chr1	38456530.0	38456532.0	0.01
chr1	38458212.0	38458214.0	0.06
chr1	38460949.0	38460951.0	0.26
chr1	38461539.0	38461541.0	0.65
chr1	38461879.0	38461881.0	0.93
chr1	38461895.0	38461897.0	0.91
chr1	38462545.0	38462547.0	0.95
chr1	38463464.0	38463466.0	0.14
chr1	38464237.0	38464239.0	0.01
chr1	38464942.0	38464944.0	0.05
chr1	38466543.0	38466545.0	0.04
chr1	38466676.0	38466678.0	0.06
chr1	38467703.0	38467705.0	0.02
chr1	38470539.0	38470541.0	0.01
chr1	38470577.0	38470579.0	0.01
chr1	38470621.0	38470623.0	0.05
chr1	38470664.0	38470666.0	0.03
chr1	38471246.0	38471248.0	0.91
chr1	38471335.0	38471337.0	0.96
chr1	38471473.0	38471475.0	0.98
chr1	38471486.0	38471488.0	0.78
chr1	38471628.0	38471630.0	0.73
chr1	38474787.0	38474789.0	0.9
chr1	38476344.0	38476346.0	0.6
chr1	38477008.0	38477010.0	0.04
chr1	38477920.0	38477922.0	0.06
chr1	38478082.0	38478084.0	0.03
chr1	38478116.0	38478118.0	0.02
chr1	38478220.0	38478222.0	0.03
chr1	38478290.0	38478292.0	0.04
chr1	38478329.0	38478331.0	0.01
chr1	38478378.0	38478380.0	0.16
chr1	38478416.0	38478418.0	0.94
chr1	38478439.0	38478441.0	0.18
chr1	38478507.0	38478509.0	0.16
chr1	38478604.0	38478606.0	0.17
chr1	38478619.0	38478621.0	0.26
chr1	38478701.0	38478703.0	0.16
chr1	38479227.0	38479229.0	0.09
chr1	38481764.0	38481766.0	0.36
chr1	38490001.0	38490003.0	0.95
chr1	38493030.0	38493032.0	0.9
chr1	38506461.0	38506463.0	0.58
chr1	38509933.0	38509935.0	0.05
chr1	38510181.0	38510183.0	0.01
chr1	38510382.0	38510384.0	0.01
chr1	38510521.0	38510523.0	0.01
chr1	38510932.0	38510934.0	0.09
chr1	38511104.0	38511106.0	0.08
chr1	38511454.0	38511456.0	0.1
chr1	38511676.0	38511678.0	0.02
chr1	38512229.0	38512231.0	0.02
chr1	38512237.0	38512239.0	0.02
chr1	38512587.0	38512589.0	0.46
chr1	38512594.0	38512596.0	0.76
chr1	38512600.0	38512602.0	0.58
chr1	38512662.0	38512664.0	0.52
chr1	38512828.0	38512830.0	0.59
chr1	38513244.0	38513246.0	0.66
chr1	38513317.0	38513319.0	0.57
chr1	38513488.0	38513490.0	0.41
chr1	38513640.0	38513642.0	0.62
chr1	38514266.0	38514268.0	0.64
chr1	38517271.0	38517273.0	0.53
chr1	38519254.0	38519256.0	0.31
chr1	38529972.0	38529974.0	0.49
chr1	38549429.0	38549431.0	0.75
chr1	38551356.0	38551358.0	0.46
chr1	38592975.0	38592977.0	0.21
chr1	38599625.0	38599627.0	0.14
chr1	38600000.0	38600002.0	0.2
chr1	38600118.0	38600120.0	0.02
chr1	38600198.0	38600200.0	0.05
chr1	38604475.0	38604477.0	0.13
chr1	38606160.0	38606162.0	0.19
chr1	38618976.0	38618978.0	0.36
chr1	38672628.0	38672630.0	0.77
chr1	38679371.0	38679373.0	0.76
chr1	38680056.0	38680058.0	0.8
chr1	38687849.0	38687851.0	0.95
chr1	38709690.0	38709692.0	0.19
chr1	38722784.0	38722786.0	0.08
chr1	38751487.0	38751489.0	0.06
chr1	38757740.0	38757742.0	0.05
chr1	38757812.0	38757814.0	0.02
chr1	38757901.0	38757903.0	0.02
chr1	38802859.0	38802861.0	0.01
chr1	38830513.0	38830515.0	0.01
chr1	38837053.0	38837055.0	0.06
chr1	38843227.0	38843229.0	0.05
chr1	38846529.0	38846531.0	0.06
chr1	38859068.0	38859070.0	0.08
chr1	38888788.0	38888790.0	0.66
chr1	38897075.0	38897077.0	0.72
chr1	38930899.0	38930901.0	0.93
chr1	38939715.0	38939717.0	0.38
chr1	38940900.0	38940902.0	0.35
chr1	38941881.0	38941883.0	0.45
chr1	38942219.0	38942221.0	0.05
chr1	38942312.0	38942314.0	0.22
chr1	38942402.0	38942404.0	0.17
chr1	38942580.0	38942582.0	0.05
chr1	38942643.0	38942645.0	0.29
chr1	38942975.0	38942977.0	0.06
chr1	38964471.0	38964473.0	0.15
chr1	38974110.0	38974112.0	0.04
chr1	39024824.0	39024826.0	0.06
chr1	39025248.0	39025250.0	0.03
chr1	39025310.0	39025312.0	0.01
chr1	39025468.0	39025470.0	0.01
chr1	39035933.0	39035935.0	0.24
chr1	39035981.0	39035983.0	0.03
chr1	39036029.0	39036031.0	0.15
chr1	39041398.0	39041400.0	0.12
chr1	39042980.0	39042982.0	0.49
chr1	39044139.0	39044141.0	0.43
chr1	39044195.0	39044197.0	0.58
chr1	39044237.0	39044239.0	0.56
chr1	39044327.0	39044329.0	0.54
chr1	39044451.0	39044453.0	0.56
chr1	39045048.0	39045050.0	0.69
chr1	39045496.0	39045498.0	0.5
chr1	39045979.0	39045981.0	0.2
chr1	39047753.0	39047755.0	0.62
chr1	39074101.0	39074103.0	0.36
chr1	39112661.0	39112663.0	0.33
chr1	39113154.0	39113156.0	0.2
chr1	39170468.0	39170470.0	0.46
chr1	39173686.0	39173688.0	0.38
chr1	39174394.0	39174396.0	0.63
chr1	39174409.0	39174411.0	0.53
chr1	39174524.0	39174526.0	0.56
chr1	39174720.0	39174722.0	0.32
chr1	39174819.0	39174821.0	0.6
chr1	39174938.0	39174940.0	0.7
chr1	39175758.0	39175760.0	0.77
chr1	39177303.0	39177305.0	0.24
chr1	39186150.0	39186152.0	0.54
chr1	39194065.0	39194067.0	0.3
chr1	39207131.0	39207133.0	0.32
chr1	39212919.0	39212921.0	0.52
chr1	39249314.0	39249316.0	0.7
chr1	39249424.0	39249426.0	0.5
chr1	39249432.0	39249434.0	0.43
chr1	39249603.0	39249605.0	0.51
chr1	39249663.0	39249665.0	0.59
chr1	39254896.0	39254898.0	0.04
chr1	39269400.0	39269402.0	0.56
chr1	39269536.0	39269538.0	0.48
chr1	39269755.0	39269757.0	0.42
chr1	39269994.0	39269996.0	0.43
chr1	39270049.0	39270051.0	0.8
chr1	39270148.0	39270150.0	0.28
chr1	39270309.0	39270311.0	0.19
chr1	39273266.0	39273268.0	0.21
chr1	39281165.0	39281167.0	0.09
chr1	39281612.0	39281614.0	0.11
chr1	39281886.0	39281888.0	0.52
chr1	39282002.0	39282004.0	0.44
chr1	39282665.0	39282667.0	0.59
chr1	39283521.0	39283523.0	0.7
chr1	39283779.0	39283781.0	0.63
chr1	39283894.0	39283896.0	0.32
chr1	39284266.0	39284268.0	0.51
chr1	39284376.0	39284378.0	0.38
chr1	39284526.0	39284528.0	0.08
chr1	39288494.0	39288496.0	0.05
chr1	39301896.0	39301898.0	0.53
chr1	39305162.0	39305164.0	0.44
chr1	39321993.0	39321995.0	0.12
chr1	39324621.0	39324623.0	0.41
chr1	39324742.0	39324744.0	0.36
chr1	39324917.0	39324919.0	0.1
chr1	39325106.0	39325108.0	0.02
chr1	39325341.0	39325343.0	0.13
chr1	39325374.0	39325376.0	0.09
chr1	39325433.0	39325435.0	0.08
chr1	39325462.0	39325464.0	0.43
chr1	39325483.0	39325485.0	0.44
chr1	39325619.0	39325621.0	0.66
chr1	39325719.0	39325721.0	0.15
chr1	39328037.0	39328039.0	0.66
chr1	39336013.0	39336015.0	0.8
chr1	39338484.0	39338486.0	0.57
chr1	39339061.0	39339063.0	0.7
chr1	39339224.0	39339226.0	0.66
chr1	39339370.0	39339372.0	0.55
chr1	39339552.0	39339554.0	0.55
chr1	39339682.0	39339684.0	0.58
chr1	39339985.0	39339987.0	0.03
chr1	39340247.0	39340249.0	0.13
chr1	39340281.0	39340283.0	0.17
chr1	39340511.0	39340513.0	0.12
chr1	39341384.0	39341386.0	0.39
chr1	39342650.0	39342652.0	0.31
chr1	39347775.0	39347777.0	0.87
chr1	39357453.0	39357455.0	0.62
chr1	39407386.0	39407388.0	0.08
chr1	39407450.0	39407452.0	0.04
chr1	39407566.0	39407568.0	0.2
chr1	39407650.0	39407652.0	0.12
chr1	39407850.0	39407852.0	0.02
chr1	39407997.0	39407999.0	0.23
chr1	39408098.0	39408100.0	0.49
chr1	39451508.0	39451510.0	0.6
chr1	39456102.0	39456104.0	0.1
chr1	39456417.0	39456419.0	0.17
chr1	39456577.0	39456579.0	0.16
chr1	39456764.0	39456766.0	0.15
chr1	39456790.0	39456792.0	0.55
chr1	39456822.0	39456824.0	0.67
chr1	39456832.0	39456834.0	0.42
chr1	39457098.0	39457100.0	0.12
chr1	39457127.0	39457129.0	0.04
chr1	39457185.0	39457187.0	0.08
chr1	39457203.0	39457205.0	0.12
chr1	39457256.0	39457258.0	0.18
chr1	39457269.0	39457271.0	0.7
chr1	39457592.0	39457594.0	0.73
chr1	39457670.0	39457672.0	0.85
chr1	39458007.0	39458009.0	0.91
chr1	39461047.0	39461049.0	0.04
chr1	39464085.0	39464087.0	0.02
chr1	39470630.0	39470632.0	0.03
chr1	39482623.0	39482625.0	0.08
chr1	39490534.0	39490536.0	0.05
chr1	39491321.0	39491323.0	0.01
chr1	39491458.0	39491460.0	0.01
chr1	39491881.0	39491883.0	0.01
chr1	39491935.0	39491937.0	0.01
chr1	39491974.0	39491976.0	0.01
chr1	39492094.0	39492096.0	0.07
chr1	39492192.0	39492194.0	0.04
chr1	39492365.0	39492367.0	0.05
chr1	39492473.0	39492475.0	0.85
chr1	39492558.0	39492560.0	0.95
chr1	39492569.0	39492571.0	0.91
chr1	39500069.0	39500071.0	0.08
chr1	39513325.0	39513327.0	0.08
chr1	39546510.0	39546512.0	0.01
chr1	39546535.0	39546537.0	0.14
chr1	39546655.0	39546657.0	0.05
chr1	39546687.0	39546689.0	0.03
chr1	39546948.0	39546950.0	0.05
chr1	39547077.0	39547079.0	0.08
chr1	39547526.0	39547528.0	0.05
chr1	39547557.0	39547559.0	0.06
chr1	39547880.0	39547882.0	0.02
chr1	39547917.0	39547919.0	0.04
chr1	39548000.0	39548002.0	0.77
chr1	39550684.0	39550686.0	0.96
chr1	39568234.0	39568236.0	0.93
chr1	39568851.0	39568853.0	0.94
chr1	39569078.0	39569080.0	0.77
chr1	39570174.0	39570176.0	0.83
chr1	39570322.0	39570324.0	0.84
chr1	39570746.0	39570748.0	0.46
chr1	39571502.0	39571504.0	0.46
chr1	39571504.0	39571506.0	0.4
chr1	39571726.0	39571728.0	0.42
chr1	39572322.0	39572324.0	0.8
chr1	39574284.0	39574286.0	0.9
chr1	39598711.0	39598713.0	0.63
chr1	39607709.0	39607711.0	0.78
chr1	39617088.0	39617090.0	0.09
chr1	39619384.0	39619386.0	0.06
chr1	39624919.0	39624921.0	0.02
chr1	39643663.0	39643665.0	0.06
chr1	39649936.0	39649938.0	0.03
chr1	39658127.0	39658129.0	0.01
chr1	39659966.0	39659968.0	0.01
chr1	39680295.0	39680297.0	0.01
chr1	39687306.0	39687308.0	0.03
chr1	39696675.0	39696677.0	0.07
chr1	39700995.0	39700997.0	0.07
chr1	39703291.0	39703293.0	0.04
chr1	39721315.0	39721317.0	0.05
chr1	39724194.0	39724196.0	0.88
chr1	39744517.0	39744519.0	0.89
chr1	39795505.0	39795507.0	0.95
chr1	39797025.0	39797027.0	0.94
chr1	39835805.0	39835807.0	0.67
chr1	39853528.0	39853530.0	0.56
chr1	39857949.0	39857951.0	0.66
chr1	39859608.0	39859610.0	0.04
chr1	39864196.0	39864198.0	0.02
chr1	39870845.0	39870847.0	0.01
chr1	39873076.0	39873078.0	0.02
chr1	39873696.0	39873698.0	0.03
chr1	39874024.0	39874026.0	0.06
chr1	39874389.0	39874391.0	0.03
chr1	39874801.0	39874803.0	0.04
chr1	39874808.0	39874810.0	0.03
chr1	39874873.0	39874875.0	0.72
chr1	39874877.0	39874879.0	0.92
chr1	39874886.0	39874888.0	0.67
chr1	39874963.0	39874965.0	0.64
chr1	39874993.0	39874995.0	0.68
chr1	39874996.0	39874998.0	0.68
chr1	39875048.0	39875050.0	0.12
chr1	39875050.0	39875052.0	0.21
chr1	39875066.0	39875068.0	0.15
chr1	39875068.0	39875070.0	0.02
chr1	39875237.0	39875239.0	0.02
chr1	39875786.0	39875788.0	0.29
chr1	39876058.0	39876060.0	0.71
chr1	39877064.0	39877066.0	0.84
chr1	39878780.0	39878782.0	0.68
chr1	39879410.0	39879412.0	0.33
chr1	39881323.0	39881325.0	0.11
chr1	39897815.0	39897817.0	0.79
chr1	39917851.0	39917853.0	0.52
chr1	39920610.0	39920612.0	0.69
chr1	39920620.0	39920622.0	0.64
chr1	39920706.0	39920708.0	0.02
chr1	39924149.0	39924151.0	0.01
chr1	39943965.0	39943967.0	0.06
chr1	39952372.0	39952374.0	0.07
chr1	39953602.0	39953604.0	0.17
chr1	39956203.0	39956205.0	0.79
chr1	39956369.0	39956371.0	0.8
chr1	39956640.0	39956642.0	0.43
chr1	39956652.0	39956654.0	0.9
chr1	39956721.0	39956723.0	0.84
chr1	39956806.0	39956808.0	0.57
chr1	39957128.0	39957130.0	0.63
chr1	39957203.0	39957205.0	0.48
chr1	39957205.0	39957207.0	0.85
chr1	39957297.0	39957299.0	0.7
chr1	39957306.0	39957308.0	0.93
chr1	39957386.0	39957388.0	0.78
chr1	39957389.0	39957391.0	0.92
chr1	39957392.0	39957394.0	0.89
chr1	39957399.0	39957401.0	0.93
chr1	39957534.0	39957536.0	0.33
chr1	39958493.0	39958495.0	0.92
chr1	39960690.0	39960692.0	0.93
chr1	39966136.0	39966138.0	0.91
chr1	39967648.0	39967650.0	0.77
chr1	39976670.0	39976672.0	0.92
chr1	39979400.0	39979402.0	0.12
chr1	39979414.0	39979416.0	0.14
chr1	39981351.0	39981353.0	0.08
chr1	39981409.0	39981411.0	0.94
chr1	39982201.0	39982203.0	0.86
chr1	39982449.0	39982451.0	0.93
chr1	39983793.0	39983795.0	0.42
chr1	39992574.0	39992576.0	0.86
chr1	39993485.0	39993487.0	0.84
chr1	40019239.0	40019241.0	0.91
chr1	40024970.0	40024972.0	0.41
chr1	40025410.0	40025412.0	0.11
chr1	40025414.0	40025416.0	0.01
chr1	40025760.0	40025762.0	0.01
chr1	40025881.0	40025883.0	0.01
chr1	40026201.0	40026203.0	0.08
chr1	40026446.0	40026448.0	0.02
chr1	40026519.0	40026521.0	0.02
chr1	40033142.0	40033144.0	0.01
chr1	40033304.0	40033306.0	0.09
chr1	40034480.0	40034482.0	0.09
chr1	40034516.0	40034518.0	0.06
chr1	40034534.0	40034536.0	0.01
chr1	40037709.0	40037711.0	0.05
chr1	40040015.0	40040017.0	0.02
chr1	40040488.0	40040490.0	0.24
chr1	40041130.0	40041132.0	0.51
chr1	40041375.0	40041377.0	0.52
chr1	40041492.0	40041494.0	0.53
chr1	40041611.0	40041613.0	0.86
chr1	40041787.0	40041789.0	0.83
chr1	40042060.0	40042062.0	0.95
chr1	40042415.0	40042417.0	0.93
chr1	40042431.0	40042433.0	0.97
chr1	40042726.0	40042728.0	0.96
chr1	40042763.0	40042765.0	0.88
chr1	40043839.0	40043841.0	0.92
chr1	40075123.0	40075125.0	0.95
chr1	40075809.0	40075811.0	0.07
chr1	40091348.0	40091350.0	0.88
chr1	40098594.0	40098596.0	0.96
chr1	40098810.0	40098812.0	0.93
chr1	40102678.0	40102680.0	0.79
chr1	40105078.0	40105080.0	0.29
chr1	40105303.0	40105305.0	0.11
chr1	40105663.0	40105665.0	0.04
chr1	40105686.0	40105688.0	0.01
chr1	40105705.0	40105707.0	0.01
chr1	40105763.0	40105765.0	0.02
chr1	40108560.0	40108562.0	0.01
chr1	40112139.0	40112141.0	0.01
chr1	40133580.0	40133582.0	0.41
chr1	40136762.0	40136764.0	0.46
chr1	40137088.0	40137090.0	0.43
chr1	40137184.0	40137186.0	0.45
chr1	40137969.0	40137971.0	0.43
chr1	40154613.0	40154615.0	0.95
chr1	40156756.0	40156758.0	0.89
chr1	40156839.0	40156841.0	0.86
chr1	40157085.0	40157087.0	0.74
chr1	40157118.0	40157120.0	0.86
chr1	40157124.0	40157126.0	0.78
chr1	40157201.0	40157203.0	0.85
chr1	40157228.0	40157230.0	0.79
chr1	40157250.0	40157252.0	0.8
chr1	40157252.0	40157254.0	0.96
chr1	40157288.0	40157290.0	0.93
chr1	40157435.0	40157437.0	0.86
chr1	40157479.0	40157481.0	0.56
chr1	40157930.0	40157932.0	0.58
chr1	40158075.0	40158077.0	0.82
chr1	40158475.0	40158477.0	0.86
chr1	40158707.0	40158709.0	0.72
chr1	40162373.0	40162375.0	0.94
chr1	40167316.0	40167318.0	0.14
chr1	40177468.0	40177470.0	0.13
chr1	40193745.0	40193747.0	0.04
chr1	40201702.0	40201704.0	0.01
chr1	40203512.0	40203514.0	0.05
chr1	40203622.0	40203624.0	0.02
chr1	40203714.0	40203716.0	0.06
chr1	40204284.0	40204286.0	0.1
chr1	40204329.0	40204331.0	0.19
chr1	40204383.0	40204385.0	0.05
chr1	40204478.0	40204480.0	0.07
chr1	40204661.0	40204663.0	0.93
chr1	40205235.0	40205237.0	0.79
chr1	40205265.0	40205267.0	0.57
chr1	40219053.0	40219055.0	0.4
chr1	40225744.0	40225746.0	0.45
chr1	40226044.0	40226046.0	0.48
chr1	40228395.0	40228397.0	0.68
chr1	40228544.0	40228546.0	0.75
chr1	40233736.0	40233738.0	0.15
chr1	40234040.0	40234042.0	0.3
chr1	40235371.0	40235373.0	0.05
chr1	40236124.0	40236126.0	0.17
chr1	40238139.0	40238141.0	0.44
chr1	40240843.0	40240845.0	0.18
chr1	40251191.0	40251193.0	0.3
chr1	40253313.0	40253315.0	0.49
chr1	40253522.0	40253524.0	0.37
chr1	40253814.0	40253816.0	0.25
chr1	40254183.0	40254185.0	0.44
chr1	40254528.0	40254530.0	0.39
chr1	40254643.0	40254645.0	0.39
chr1	40254694.0	40254696.0	0.23
chr1	40254711.0	40254713.0	0.05
chr1	40254740.0	40254742.0	0.11
chr1	40254858.0	40254860.0	0.15
chr1	40255009.0	40255011.0	0.13
chr1	40255051.0	40255053.0	0.12
chr1	40255102.0	40255104.0	0.24
chr1	40255139.0	40255141.0	0.42
chr1	40255320.0	40255322.0	0.34
chr1	40255439.0	40255441.0	0.42
chr1	40255491.0	40255493.0	0.31
chr1	40255554.0	40255556.0	0.08
chr1	40255902.0	40255904.0	0.56
chr1	40257194.0	40257196.0	0.46
chr1	40265045.0	40265047.0	0.51
chr1	40273977.0	40273979.0	0.33
chr1	40307256.0	40307258.0	0.15
chr1	40311141.0	40311143.0	0.01
chr1	40324053.0	40324055.0	0.05
chr1	40343410.0	40343412.0	0.03
chr1	40346529.0	40346531.0	0.01
chr1	40348329.0	40348331.0	0.02
chr1	40348902.0	40348904.0	0.03
chr1	40348976.0	40348978.0	0.03
chr1	40349140.0	40349142.0	0.06
chr1	40349269.0	40349271.0	0.05
chr1	40349283.0	40349285.0	0.07
chr1	40349328.0	40349330.0	0.02
chr1	40349632.0	40349634.0	0.21
chr1	40349686.0	40349688.0	0.42
chr1	40349893.0	40349895.0	0.43
chr1	40350000.0	40350002.0	0.34
chr1	40350051.0	40350053.0	0.7
chr1	40351839.0	40351841.0	0.43
chr1	40359923.0	40359925.0	0.56
chr1	40361909.0	40361911.0	0.42
chr1	40365498.0	40365500.0	0.63
chr1	40366595.0	40366597.0	0.58
chr1	40367096.0	40367098.0	0.22
chr1	40367352.0	40367354.0	0.02
chr1	40367660.0	40367662.0	0.01
chr1	40367712.0	40367714.0	0.04
chr1	40367803.0	40367805.0	0.51
chr1	40367826.0	40367828.0	0.87
chr1	40367830.0	40367832.0	0.13
chr1	40367946.0	40367948.0	0.71
chr1	40372097.0	40372099.0	0.61
chr1	40388394.0	40388396.0	0.7
chr1	40419731.0	40419733.0	0.5
chr1	40419792.0	40419794.0	0.19
chr1	40420298.0	40420300.0	0.01
chr1	40420502.0	40420504.0	0.01
chr1	40420536.0	40420538.0	0.01
chr1	40420602.0	40420604.0	0.01
chr1	40420634.0	40420636.0	0.26
chr1	40420667.0	40420669.0	0.37
chr1	40420674.0	40420676.0	0.12
chr1	40420688.0	40420690.0	0.2
chr1	40420691.0	40420693.0	0.31
chr1	40420822.0	40420824.0	0.52
chr1	40421271.0	40421273.0	0.68
chr1	40428335.0	40428337.0	0.82
chr1	40435395.0	40435397.0	0.68
chr1	40503385.0	40503387.0	0.95
chr1	40504528.0	40504530.0	0.86
chr1	40505596.0	40505598.0	0.85
chr1	40505781.0	40505783.0	0.57
chr1	40505946.0	40505948.0	0.15
chr1	40505954.0	40505956.0	0.01
chr1	40505998.0	40506000.0	0.02
chr1	40506117.0	40506119.0	0.06
chr1	40506124.0	40506126.0	0.05
chr1	40506130.0	40506132.0	0.1
chr1	40506154.0	40506156.0	0.92
chr1	40506211.0	40506213.0	0.6
chr1	40506318.0	40506320.0	0.61
chr1	40506701.0	40506703.0	0.66
chr1	40506768.0	40506770.0	0.68
chr1	40506857.0	40506859.0	0.95
chr1	40525678.0	40525680.0	0.52
chr1	40533356.0	40533358.0	0.62
chr1	40537437.0	40537439.0	0.19
chr1	40539031.0	40539033.0	0.09
chr1	40543322.0	40543324.0	0.06
chr1	40557840.0	40557842.0	0.01
chr1	40560153.0	40560155.0	0.01
chr1	40562563.0	40562565.0	0.0
chr1	40562666.0	40562668.0	0.01
chr1	40562677.0	40562679.0	0.02
chr1	40562841.0	40562843.0	0.01
chr1	40563090.0	40563092.0	0.06
chr1	40563270.0	40563272.0	0.02
chr1	40566059.0	40566061.0	0.11
chr1	40594981.0	40594983.0	0.06
chr1	40598454.0	40598456.0	0.61
chr1	40598771.0	40598773.0	0.88
chr1	40598778.0	40598780.0	0.54
chr1	40599010.0	40599012.0	0.57
chr1	40609564.0	40609566.0	0.48
chr1	40625663.0	40625665.0	0.81
chr1	40625851.0	40625853.0	0.33
chr1	40626136.0	40626138.0	0.63
chr1	40626735.0	40626737.0	0.87
chr1	40626913.0	40626915.0	0.56
chr1	40626945.0	40626947.0	0.49
chr1	40626962.0	40626964.0	0.23
chr1	40626966.0	40626968.0	0.13
chr1	40627049.0	40627051.0	0.09
chr1	40627062.0	40627064.0	0.01
chr1	40627075.0	40627077.0	0.03
chr1	40627079.0	40627081.0	0.01
chr1	40627187.0	40627189.0	0.01
chr1	40627536.0	40627538.0	0.01
chr1	40627610.0	40627612.0	0.02
chr1	40627696.0	40627698.0	0.02
chr1	40629774.0	40629776.0	0.02
chr1	40713470.0	40713472.0	0.11
chr1	40714008.0	40714010.0	0.01
chr1	40720208.0	40720210.0	0.09
chr1	40721494.0	40721496.0	0.69
chr1	40723386.0	40723388.0	0.07
chr1	40723395.0	40723397.0	0.77
chr1	40723529.0	40723531.0	0.91
chr1	40723559.0	40723561.0	0.85
chr1	40723562.0	40723564.0	0.04
chr1	40723888.0	40723890.0	0.03
chr1	40723895.0	40723897.0	0.02
chr1	40723913.0	40723915.0	0.05
chr1	40723934.0	40723936.0	0.04
chr1	40723959.0	40723961.0	0.09
chr1	40723983.0	40723985.0	0.12
chr1	40724060.0	40724062.0	0.01
